,IPH_HU,IPH_weight,IVH_HU,IVH_weight,SDH_HU,SDH_weight,SAH_HU,SAH_weight,EDH_HU,EDH_weight
0,20.191708440119232,2.8490719223547438e-05,14.942521389128878,4.004141337709795e-05,4.565752631510538,1.4978771637403315e-05,19.305855732764357,1.749605936014014e-05,22.367977120170718,5.734038977149733e-05
1,20.479717588935586,3.826843680092363e-05,15.232050614764598,5.3515616810800425e-05,5.066938305627174,2.0203408737642842e-05,19.543894042259407,2.3649283467603045e-05,22.732184082689642,7.095698149436025e-05
2,20.767726737751936,5.094970322079586e-05,15.52157984040032,7.091709114343904e-05,5.5681239797438105,2.701675284625765e-05,19.781932351754456,3.164132270917289e-05,23.096391045208566,8.739332290222904e-05
3,21.05573588656829,6.72378927467151e-05,15.811109066036039,9.318199948916853e-05,6.069309653860447,3.581945551358717e-05,20.01997066124951,4.190459019220259e-05,23.46059800772749,0.00010713044427239808
4,21.34374503538464,8.795619337586593e-05,16.10063829167176,0.0001214049398358296,6.570495327977083,4.708687142926462e-05,20.25800897074456,5.493539877494102e-05,23.824804970246415,0.0001307080126743706
5,21.631754184200993,0.0001140532399232214,16.39016751730748,0.00015684745766735204,7.071681002093719,6.137532187007584e-05,20.49604728023961,7.129225894126479e-05,24.18901193276534,0.00015872652998457842
6,21.919763333017343,0.00014660450366236748,16.6796967429432,0.00020094173800023864,7.572866676210356,7.932666697035841e-05,20.734085589734658,9.159046674946286e-05,24.553218895284264,0.00019184851605748686
7,22.207772481833697,0.0001868081438438244,16.96922596857892,0.00025528800420674465,8.074052350326992,0.00010167045409080369,20.972123899229707,0.00011649237895799391,24.917425857803188,0.00023079843692071187
8,22.495781630650047,0.00023597403829445218,17.25875519421464,0.0003216441697562369,8.575238024443628,0.0001292228502981129,21.21016220872476,0.00014669297900036488,25.281632820322113,0.00027636113460334364
9,22.7837907794664,0.0002955048264694671,17.54828441985036,0.00040190642099735975,9.076423698560264,0.0001628815459949693,21.44820051821981,0.00018290064368366033,25.645839782841037,0.0003293785215087948
10,23.07179992828275,0.0003668680374198723,17.83781364548608,0.0004980796719679903,9.5776093726769,0.0002036158458624965,21.68623882771486,0.00022581342077315766,26.01004674535996,0.0003907443197636141
11,23.359809077099104,0.00045155874889893214,18.1273428711218,0.0006122372357372055,10.078795046793537,0.0002524512532424069,21.92427713720991,0.00027609160311779806,26.374253707878886,0.0004613966561200992
12,23.647818225915458,0.0005510527340619679,18.416872096757523,0.000746469600015921,10.579980720910173,0.00031044801341295196,22.16231544670496,0.00033432790214950564,26.738460670397814,0.0005423083667927459
13,23.935827374731808,0.0006667506880811856,18.70640132239324,0.0009028228637747969,11.08116639502681,0.00037867331496818223,22.400353756200012,0.0004010170347553094,27.102667632916734,0.0006344749245860361
14,24.22383652354816,0.0007999148631358743,18.995930548028962,0.0010832281581103177,11.582352069143447,0.0004581671571229724,22.63839206569506,0.000476526983444338,27.466874595435662,0.0007388999727084107
15,24.51184567236451,0.0009516002360607527,19.285459773664684,0.0012894241960397334,12.083537743260083,0.0005499022689960567,22.87643037519011,0.0005610745046650637,27.831081557954583,0.0008565785349051738
16,24.799854821180865,0.0011225831335101217,19.574988999300402,0.0015228759170606804,12.584723417376718,0.000654738903093888,23.11446868468516,0.0006547075790330472,28.19528852047351,0.0009884780682960607
